"指标名称","肿瘤类型","年","国家的名字","区域","性别","区域","数字","置信下限","置信上限","评论",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","印度","东南亚区域","总计","","53.88323","45.14272","61.42565","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","印度","东南亚区域","男性","","57.12286","48.81458","64.30132","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","印度","东南亚区域","女性","","49.88734","40.64948","57.84167","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","印度尼西亚","东南亚区域","总计","","53.10883","43.09076","61.67151","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","印度尼西亚","东南亚区域","男性","","58.95267","49.00823","67.01576","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","印度尼西亚","东南亚区域","女性","","46.66063","36.86992","55.55703","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","约旦","东地中海区域","总计","","46.67363","35.40218","57.03519","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","约旦","东地中海区域","男性","","51.96523","40.43195","62.03909","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","约旦","东地中海区域","女性","","41.40345","30.61923","51.85367","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","越南","西太平洋区域","总计","","41.50558","28.70461","53.40053","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","越南","西太平洋区域","男性","","52.22321","38.31017","63.73467","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","越南","西太平洋区域","女性","","28.98047","18.75965","39.94688","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","赞比亚","非洲区域","总计","","69.25386","53.55152","80.02153","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","赞比亚","非洲区域","男性","","76.27299","62.44329","84.96557","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","赞比亚","非洲区域","女性","","61.03627","44.11952","73.90334","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","乍得","非洲区域","总计","","69.51048","51.1811","81.87945","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","乍得","非洲区域","男性","","71.88391","53.691","83.49061","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","乍得","非洲区域","女性","","67.03467","48.70779","80.15653","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","智利","美洲区域","总计","","31.28547","24.62833","38.20687","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","智利","美洲区域","男性","","36.2237","29.03652","43.43872","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","智利","美洲区域","女性","","26.21092","20.2271","32.67593","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","中非共和国","非洲区域","总计","","68.78683","49.87094","81.62502","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","中非共和国","非洲区域","男性","","75.22398","58.02897","85.95455","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","中非共和国","非洲区域","女性","","61.87946","42.00986","76.59298","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","中国","西太平洋区域","总计","","37.11755","30.45734","43.70316","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","中国","西太平洋区域","男性","","41.69699","34.69289","48.36543","",
"不满70岁人群中非传染性疾病所致死亡人数的比例","","2019","中国","西太平洋区域","女性","","30.67679","24.679","36.97132","",
"非传染性疾病年龄标化死亡率","","2019","","东地中海区域","总计","","649.7101342","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","东地中海区域","男性","","697.9794122","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","东地中海区域","女性","","601.7801984","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","东南亚区域","总计","","554.6050654","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","东南亚区域","男性","","628.3448401","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","东南亚区域","女性","","486.4934239","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","非洲区域","总计","","587.1450007","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","非洲区域","男性","","648.2849328","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","非洲区域","女性","","536.7916666","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","美洲区域","总计","","410.8346017","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","美洲区域","男性","","481.8997392","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","美洲区域","女性","","351.0562914","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","欧洲区域","总计","","427.1472442","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","欧洲区域","男性","","540.8324903","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","欧洲区域","女性","","336.5748579","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","全球","总计","","478.7615344","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","全球","男性","","576.2512298","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","全球","女性","","397.049631","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","西太平洋区域","总计","","443.7806249","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","西太平洋区域","男性","","574.1033957","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","","西太平洋区域","女性","","336.981266","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿尔巴尼亚","欧洲区域","总计","","601.9095","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿尔巴尼亚","欧洲区域","男性","","610.2379","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿尔巴尼亚","欧洲区域","女性","","581.1304","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿尔及利亚","非洲区域","总计","","445.7562","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿尔及利亚","非洲区域","男性","","477.0114","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿尔及利亚","非洲区域","女性","","415.7852","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿富汗","东地中海区域","总计","","881.2331","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿富汗","东地中海区域","男性","","847.7312","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿富汗","东地中海区域","女性","","909.6638","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿根廷","美洲区域","总计","","435.1655","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿根廷","美洲区域","男性","","557.1785","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿根廷","美洲区域","女性","","347.0537","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿拉伯联合酋长国","东地中海区域","总计","","528.3586","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿拉伯联合酋长国","东地中海区域","男性","","570.6442","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿拉伯联合酋长国","东地中海区域","女性","","440.6632","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿拉伯叙利亚共和国","东地中海区域","总计","","633.5135","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿拉伯叙利亚共和国","东地中海区域","男性","","658.079","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿拉伯叙利亚共和国","东地中海区域","女性","","604.7487","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿曼","东地中海区域","总计","","683.6013","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿曼","东地中海区域","男性","","738.3082","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿曼","东地中海区域","女性","","625.8045","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿塞拜疆","欧洲区域","总计","","839.4475","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿塞拜疆","欧洲区域","男性","","981.5652","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","阿塞拜疆","欧洲区域","女性","","722.2794","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","埃及","东地中海区域","总计","","733.7957","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","埃及","东地中海区域","男性","","857.455","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","埃及","东地中海区域","女性","","626.987","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","埃塞俄比亚","非洲区域","总计","","511.2583","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","埃塞俄比亚","非洲区域","男性","","546.6209","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","埃塞俄比亚","非洲区域","女性","","480.4034","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","爱尔兰","欧洲区域","总计","","326.8401","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","爱尔兰","欧洲区域","男性","","379.4581","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","爱尔兰","欧洲区域","女性","","280.5502","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","爱沙尼亚","欧洲区域","总计","","426.4981","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","爱沙尼亚","欧洲区域","男性","","601.4661","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","爱沙尼亚","欧洲区域","女性","","309.734","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","安哥拉","非洲区域","总计","","621.1981","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","安哥拉","非洲区域","男性","","723.3318","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","安哥拉","非洲区域","女性","","535.7358","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","安提瓜和巴布达","美洲区域","总计","","501.1122","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","安提瓜和巴布达","美洲区域","男性","","547.9863","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","安提瓜和巴布达","美洲区域","女性","","461.7525","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","奥地利","欧洲区域","总计","","329.3742","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","奥地利","欧洲区域","男性","","400.8965","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","奥地利","欧洲区域","女性","","269.8305","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","澳大利亚","西太平洋区域","总计","","278.5359","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","澳大利亚","西太平洋区域","男性","","328.4216","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","澳大利亚","西太平洋区域","女性","","233.4525","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴巴多斯","美洲区域","总计","","475.9205","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴巴多斯","美洲区域","男性","","532.1451","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴巴多斯","美洲区域","女性","","429.9431","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴布亚新几内亚","西太平洋区域","总计","","837.5351","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴布亚新几内亚","西太平洋区域","男性","","958.7365","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴布亚新几内亚","西太平洋区域","女性","","727.048","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴哈马","美洲区域","总计","","532.2753","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴哈马","美洲区域","男性","","632.4984","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴哈马","美洲区域","女性","","452.324","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴基斯坦","东地中海区域","总计","","753.4131","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴基斯坦","东地中海区域","男性","","789.1426","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴基斯坦","东地中海区域","女性","","716.2377","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴拉圭","美洲区域","总计","","447.0505","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴拉圭","美洲区域","男性","","529.3201","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴拉圭","美洲区域","女性","","369.9363","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴林","东地中海区域","总计","","644.3488","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴林","东地中海区域","男性","","665.8121","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴林","东地中海区域","女性","","612.2897","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴拿马","美洲区域","总计","","333.7239","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴拿马","美洲区域","男性","","392.8928","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴拿马","美洲区域","女性","","281.2629","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴西","美洲区域","总计","","424.4876","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴西","美洲区域","男性","","519.3","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","巴西","美洲区域","女性","","350.1639","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","白俄罗斯","欧洲区域","总计","","607.9959","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","白俄罗斯","欧洲区域","男性","","896.8897","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","白俄罗斯","欧洲区域","女性","","429.6585","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","保加利亚","欧洲区域","总计","","616.4898","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","保加利亚","欧洲区域","男性","","797.7548","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","保加利亚","欧洲区域","女性","","473.164","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","北马其顿","欧洲区域","总计","","733.6896","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","北马其顿","欧洲区域","男性","","856.7304","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","北马其顿","欧洲区域","女性","","629.7965","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","贝宁","非洲区域","总计","","634.4233","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","贝宁","非洲区域","男性","","715.7779","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","贝宁","非洲区域","女性","","569.7875","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","比利时","欧洲区域","总计","","319.4782","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","比利时","欧洲区域","男性","","390.1308","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","比利时","欧洲区域","女性","","260.7817","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","冰岛","欧洲区域","总计","","304.9298","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","冰岛","欧洲区域","男性","","348.6048","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","冰岛","欧洲区域","女性","","265.0987","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","波兰","欧洲区域","总计","","441.6346","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","波兰","欧洲区域","男性","","589.7883","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","波兰","欧洲区域","女性","","327.956","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","波斯尼亚和黑塞哥维那","欧洲区域","总计","","550.9266","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","波斯尼亚和黑塞哥维那","欧洲区域","男性","","654.213","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","波斯尼亚和黑塞哥维那","欧洲区域","女性","","466.3046","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","玻利维亚（多民族国）","美洲区域","总计","","583.2935","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","玻利维亚（多民族国）","美洲区域","男性","","597.5591","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","玻利维亚（多民族国）","美洲区域","女性","","571.4936","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","伯利兹","美洲区域","总计","","451.3149","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","伯利兹","美洲区域","男性","","505.9318","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","伯利兹","美洲区域","女性","","396.1868","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","博茨瓦纳","非洲区域","总计","","728.2663","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","博茨瓦纳","非洲区域","男性","","881.9958","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","博茨瓦纳","非洲区域","女性","","621.6529","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","不丹","东南亚区域","总计","","545.5936","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","不丹","东南亚区域","男性","","572.8796","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","不丹","东南亚区域","女性","","513.368","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","布基纳法索","非洲区域","总计","","647.7739","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","布基纳法索","非洲区域","男性","","761.4958","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","布基纳法索","非洲区域","女性","","566.3027","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","布隆迪","非洲区域","总计","","651.5939","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","布隆迪","非洲区域","男性","","728.9652","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","布隆迪","非洲区域","女性","","588.6562","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","朝鲜民主主义人民共和国","东南亚区域","总计","","597.0314","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","朝鲜民主主义人民共和国","东南亚区域","男性","","764.5534","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","朝鲜民主主义人民共和国","东南亚区域","女性","","494.4928","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","赤道几内亚","非洲区域","总计","","637.1172","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","赤道几内亚","非洲区域","男性","","651.0266","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","赤道几内亚","非洲区域","女性","","640.158","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","大不列颠及北爱尔兰联合王国","欧洲区域","总计","","329.8761","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","大不列颠及北爱尔兰联合王国","欧洲区域","男性","","382.3432","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","大不列颠及北爱尔兰联合王国","欧洲区域","女性","","283.971","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","大韩民国","西太平洋区域","总计","","237.0526","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","大韩民国","西太平洋区域","男性","","316.5493","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","大韩民国","西太平洋区域","女性","","174.64","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","丹麦","欧洲区域","总计","","342.9413","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","丹麦","欧洲区域","男性","","402.9033","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","丹麦","欧洲区域","女性","","291.9355","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","德国","欧洲区域","总计","","329.293","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","德国","欧洲区域","男性","","433.1155","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","德国","欧洲区域","女性","","248.3427","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","东帝汶","东南亚区域","总计","","570.3933","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","东帝汶","东南亚区域","男性","","610.5461","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","东帝汶","东南亚区域","女性","","533.2511","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","多哥","非洲区域","总计","","649.4303","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","多哥","非洲区域","男性","","754.454","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","多哥","非洲区域","女性","","558.3528","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","多米尼加","美洲区域","总计","","506.4565","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","多米尼加","美洲区域","男性","","578.9986","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","多米尼加","美洲区域","女性","","440.4556","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","俄罗斯联邦","欧洲区域","总计","","619.5153","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","俄罗斯联邦","欧洲区域","男性","","854.1951","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","俄罗斯联邦","欧洲区域","女性","","462.3888","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","厄瓜多尔","美洲区域","总计","","364.6559","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","厄瓜多尔","美洲区域","男性","","410.7808","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","厄瓜多尔","美洲区域","女性","","325.9237","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","厄立特里亚","非洲区域","总计","","713.5643","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","厄立特里亚","非洲区域","男性","","789.7568","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","厄立特里亚","非洲区域","女性","","644.7965","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","法国","欧洲区域","总计","","290.0675","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","法国","欧洲区域","男性","","372.8028","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","法国","欧洲区域","女性","","222.0349","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","菲律宾","西太平洋区域","总计","","713.631","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","菲律宾","西太平洋区域","男性","","900.6956","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","菲律宾","西太平洋区域","女性","","581.6903","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","斐济","西太平洋区域","总计","","923.4328","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","斐济","西太平洋区域","男性","","1084.921","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","斐济","西太平洋区域","女性","","788.8781","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","芬兰","欧洲区域","总计","","334.3098","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","芬兰","欧洲区域","男性","","415.2964","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","芬兰","欧洲区域","女性","","266.5828","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","佛得角","非洲区域","总计","","512.8106","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","佛得角","非洲区域","男性","","678.3277","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","佛得角","非洲区域","女性","","405.7773","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","冈比亚","非洲区域","总计","","595.4962","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","冈比亚","非洲区域","男性","","639.2014","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","冈比亚","非洲区域","女性","","553.6524","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","刚果","非洲区域","总计","","642.8678","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","刚果","非洲区域","男性","","663.8326","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","刚果","非洲区域","女性","","623.5365","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","刚果民主共和国","非洲区域","总计","","652.8546","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","刚果民主共和国","非洲区域","男性","","731.4922","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","刚果民主共和国","非洲区域","女性","","583.4764","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","哥伦比亚","美洲区域","总计","","326.0131","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","哥伦比亚","美洲区域","男性","","369.4976","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","哥伦比亚","美洲区域","女性","","292.0885","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","哥斯达黎加","美洲区域","总计","","309.2164","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","哥斯达黎加","美洲区域","男性","","362.4313","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","哥斯达黎加","美洲区域","女性","","262.7989","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","格林纳达","美洲区域","总计","","617.9438","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","格林纳达","美洲区域","男性","","730.844","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","格林纳达","美洲区域","女性","","522.8364","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","格鲁吉亚","欧洲区域","总计","","695.3605","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","格鲁吉亚","欧洲区域","男性","","951.9035","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","格鲁吉亚","欧洲区域","女性","","511.8615","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","古巴","美洲区域","总计","","431.2169","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","古巴","美洲区域","男性","","519.7889","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","古巴","美洲区域","女性","","353.8465","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","圭亚那","美洲区域","总计","","800.5491","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","圭亚那","美洲区域","男性","","895.7816","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","圭亚那","美洲区域","女性","","709.6784","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","哈萨克斯坦","欧洲区域","总计","","620.8768","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","哈萨克斯坦","欧洲区域","男性","","803.8062","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","哈萨克斯坦","欧洲区域","女性","","494.6154","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","海地","美洲区域","总计","","837.3337","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","海地","美洲区域","男性","","827.4023","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","海地","美洲区域","女性","","847.4322","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","荷兰王国","欧洲区域","总计","","319.9304","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","荷兰王国","欧洲区域","男性","","367.1537","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","荷兰王国","欧洲区域","女性","","279.6524","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","黑山","欧洲区域","总计","","603.134","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","黑山","欧洲区域","男性","","746.8741","无数据","无数据","",
"非传染性疾病年龄标化死亡率","","2019","黑山","欧洲区域","女性","","488.8108","无数据","无数据","",
